"","faggch","faggat","faggde","faggfr","faggit"
"2015-11-08 17:00:00",30.2164513936098,150.583160347893,538.559163824038,50.0892938460058,475
"2015-11-08 18:00:00",25.5970781592403,157.119671173427,520.490514194381,49.3800986628586,475
"2015-11-08 19:00:00",25.1169199457259,164.283878917169,514.763629177147,48.7674309003086,475
"2015-11-08 20:00:00",25.395550252667,201.064538029607,493.7265753894,49.9683302683558,475
"2015-11-08 21:00:00",20.9174468085106,191.304388974983,476.515483202166,50.0717950698664,475
"2015-11-08 22:00:00",19.4416399182959,191.734481327801,453.057772718086,50.4184837332037,475
"2015-11-08 23:00:00",22.9927146311971,181.967658436682,423.418968798813,52.6727166998537,475
"2015-11-09 00:00:00",22.2775525303344,181.090829619472,399.694900316932,53.6421263011543,475
"2015-11-09 01:00:00",22.4752894662525,179.696814169307,371.397810508646,54.6590170450344,475
"2015-11-09 02:00:00",21.1587985264948,178.678873399071,361.330357440774,55.2943964232489,475
"2015-11-09 03:00:00",22.0526136363636,200.681505902372,382.51092062635,56.1454088578089,475
"2015-11-09 04:00:00",24.7221907077256,204.868852718078,429.726113104564,58.6305110020004,475
"2015-11-09 05:00:00",33.5217265725289,193.915508245298,465.33903060259,67.4914257391604,475
"2015-11-09 06:00:00",43.8316131830009,206.701272898074,471.842469905682,82.4288043389742,475
"2015-11-09 07:00:00",43.6821950390758,203.25590778098,460.447246132767,88.4540383696863,475
"2015-11-09 08:00:00",37.0505450431921,216.099928277266,450.53484912972,87.2806258096354,475
"2015-11-09 09:00:00",36.6731598368615,212.259092548348,433.876107761037,85.4513980401449,475
"2015-11-09 10:00:00",33.0365345733926,186.894243524953,409.354908143908,81.3878095514367,475
"2015-11-09 11:00:00",33.6542183908046,195.289232464366,402.217049181941,77.8396810392145,475
"2015-11-09 12:00:00",33.9090776152981,185.673073630137,413.8609246945,75.22463611527,475
"2015-11-09 13:00:00",45.396944387859,192.302147380783,424.247025106552,79.1566628419029,475
"2015-11-09 14:00:00",42.467400289316,213.879178015992,434.83107378805,79.4604395253382,475
"2015-11-09 15:00:00",40.398808519612,211.063904307716,300.822418037215,83.9744083174583,475
"2015-11-09 16:00:00",42.3293857115348,204.502655735407,296.546259276355,85.3197092424384,475
"2015-11-09 17:00:00",43.2400455788514,200.379170398953,428.78861581987,84.2661074378926,475
"2015-11-09 18:00:00",44.235009469697,218.595233141598,424.863679817023,84.7425376472342,475
"2015-11-09 19:00:00",35.7236243500867,238.706815700675,408.250803320865,78.9585791304893,475
"2015-11-09 20:00:00",34.9170894677237,259.352984231204,380.985220405625,69.1769168119105,475
"2015-11-09 21:00:00",29.8814249684741,227.53659043659,358.138861700726,67.4952539943647,475
"2015-11-09 22:00:00",27.1880646083476,191.985313552734,331.578796222496,67.020793606049,475
"2015-11-09 23:00:00",23.2706881009615,171.934549315416,310.859522948065,60.8195466356674,475
"2015-11-10 00:00:00",22.9687062404871,174.705691192123,294.506509006543,57.6655820931977,475
"2015-11-10 01:00:00",23.1442697308739,187.474077594705,293.757462262189,58.6446594969523,475
"2015-11-10 02:00:00",21.2825520024837,208.425602429097,293.356882977781,63.1768291386033,475
"2015-11-10 03:00:00",22.863480613165,220.090652382475,308.201701525318,67.3009166546607,475
"2015-11-10 04:00:00",24.3958790394308,227.130176985496,339.864175464998,73.1247780375886,475
"2015-11-10 05:00:00",40.7973381457252,234.048694433086,373.381845869613,88.0362597954576,475
