"","TEFa","TEFb","TEFc","TEFd"
"2015-07-27 20:00:00",116.414549957649,28.9359919839679,82.7121720683296,64.4421412825991
"2015-07-27 21:00:00",105.650555129439,14.5384117082534,72.468946012071,54.3493272181702
"2015-07-27 22:00:00",113.494819174676,14.5500995024876,78.8479530099573,60.8458610303866
"2015-07-27 23:00:00",123.383260192488,14.5412871287129,83.0914812756448,62.5362442022208
"2015-07-28 00:00:00",105.727376523771,14.5469921104536,71.2234977971038,53.1565404761477
"2015-07-28 01:00:00",108.397184088324,14.550695479384,69.4626735483947,50.1123146060528
"2015-07-28 02:00:00",119.203803455185,14.5337732160313,71.737620296325,48.6711556557826
"2015-07-28 03:00:00",120.029618782983,14.5284849951597,75.1441978284439,52.5854866786127
"2015-07-28 04:00:00",118.883071924799,23.1324185631415,80.1189421319572,61.0882212080306
"2015-07-28 05:00:00",115.951399440889,36.1688161505292,84.5257837971519,68.3224760518097
"2015-07-28 06:00:00",99.4355132594028,30.2013085145595,73.9130177070527,59.5084613092239
"2015-07-28 07:00:00",83.753384819023,32.7351423487545,66.4460168442396,55.8378289736076
"2015-07-28 08:00:00",95.8190624838272,31.8068971893491,75.0895869692851,63.2622963553087
"2015-07-28 09:00:00",100.657017011348,32.2743248312078,79.1632840140673,67.1133847750973
"2015-07-28 10:00:00",97.4077074087574,31.2417340339531,77.4533766907009,66.3126731891952
"2015-07-28 11:00:00",100.692410066773,33.5034699675325,80.6281570505892,69.6847406530203
"2015-07-28 12:00:00",94.2340178782174,32.9576411229899,75.7170697641225,65.7942582653802
"2015-07-28 13:00:00",95.7756680669638,30.7556807498035,75.2764332716887,64.6046645550769
"2015-07-28 14:00:00",100.421249339791,28.5574361508748,78.3737217155184,66.6783724359254
"2015-07-28 15:00:00",102.052649752573,29.4437945492662,79.3611146244495,67.0152863267336
"2015-07-28 16:00:00",109.68796064937,32.2553869499241,81.9636124314806,66.5853876801686
"2015-07-28 17:00:00",109.088882226743,35.6439210806968,77.4416962124931,58.6015686493843
"2015-07-28 18:00:00",122.203028841857,35.245367005814,81.6924959814391,58.2838662795129
"2015-07-28 19:00:00",126.336348690089,36.8038505096263,87.3333824224995,65.0033954793153
"2015-07-28 20:00:00",122.705218208287,37.5753697183099,85.6346785840748,63.1805273840128
"2015-07-28 21:00:00",115.652199772297,26.5957473684211,80.8656996931775,60.5900115595904
"2015-07-28 22:00:00",128.480804122108,23.9474694984184,89.1289357244093,67.6935174984878
"2015-07-28 23:00:00",112.803697008038,15.4794374393792,76.8610247582122,57.4254967340899
"2015-07-29 00:00:00",114.727070091944,14.4773307163886,76.6228355451831,56.4662202253429
"2015-07-29 01:00:00",110.465718048815,14.4912211868563,71.9665098495905,52.1157076663685
"2015-07-29 02:00:00",123.77050153474,17.2771470160116,75.681929672746,51.6637346571278
"2015-07-29 03:00:00",123.8180133376,18.5794274623969,79.8831501908776,57.4098232000083
"2015-07-29 04:00:00",140.298923768035,32.9052457662123,95.9327299295475,73.6159709345422
"2015-07-29 05:00:00",122.098843478143,36.8059461938245,82.049050417537,58.5740640451597
"2015-07-29 06:00:00",103.063951827848,35.6239868721461,69.8442907120259,48.7350917489843
"2015-07-29 07:00:00",87.5460373642441,36.3553910917979,63.2546478061555,46.9046468595779
"2015-07-29 08:00:00",95.3060372223407,40.1474546611518,73.4130722578306,59.7617167393974
"2015-07-29 09:00:00",102.549716040307,41.0432208784214,79.4468744125291,65.6118074954313
"2015-07-29 10:00:00",88.2360174984752,41.9083588487446,70.690007436275,60.4875289357107
"2015-07-29 11:00:00",47.9537416427711,42.6858231707317,45.9683255922945,44.816983887083
"2015-07-29 12:00:00",50.6747688876628,47.6712969058591,49.620167212663,49.0128090397116
"2015-07-29 13:00:00",92.264222610946,38.3727155490052,74.2608686234349,64.621399233526
"2015-07-29 14:00:00",95.8217181137069,42.516862170088,77.8112981165573,68.1469105279556
"2015-07-29 15:00:00",107.493289529911,41.6130403458213,84.7845699693869,72.3572747669041
"2015-07-29 16:00:00",100.328748670044,43.8843922651934,79.9874333545239,68.6882775649761
"2015-07-29 17:00:00",101.170813922722,38.5340868950901,76.7685456794432,62.6796975639038
"2015-07-29 18:00:00",128.498662275283,33.914113785558,89.6493172469108,67.0391544124512
"2015-07-29 19:00:00",101.616218220205,31.8971244797579,73.5758716484813,57.7880602101874
"2015-07-29 20:00:00",111.436625080078,30.6861079219288,80.3450317473962,62.591454410061
"2015-07-29 21:00:00",96.3557794840161,23.8877429328622,68.5606066967156,53.4255837872484
"2015-07-29 22:00:00",108.038094823702,23.6566304860783,78.2163852278829,62.797132648887
"2015-07-29 23:00:00",120.483453125097,22.948803255146,85.8524378181435,67.9652670920659
"2015-07-30 00:00:00",81.8683801938933,18.2373383084577,59.2015703925125,47.2381916509327
"2015-07-30 01:00:00",98.2563206037812,14.5075842696629,67.0241464549925,51.1914760283131
"2015-07-30 02:00:00",92.5233130548003,14.4964303797468,62.2840568817383,46.7269962543905
"2015-07-30 03:00:00",125.559202062341,21.5535698044566,84.2416764628453,62.8143760788004
"2015-07-30 04:00:00",117.681229194527,23.0454168485378,82.8471605907596,64.9387203447046
"2015-07-30 05:00:00",97.9071864348053,36.7534520348837,72.5184587851333,58.6892173710598
"2015-07-30 06:00:00",94.6070228257625,40.0011355695318,72.649418653189,59.5157838705019
"2015-07-30 07:00:00",75.257583488676,33.6442300343905,60.4854802178785,51.7893941947631
"2015-07-30 08:00:00",82.7292516485955,32.3131894484412,66.6612920394176,57.3434313561549
"2015-07-30 09:00:00",90.5696062770343,29.6203899268887,72.3510237769836,61.9667323876069
"2015-07-30 10:00:00",81.7599141696778,29.4652622883106,66.1890403369428,57.4249598518805
"2015-07-30 11:00:00",91.4984741055538,29.1593803600038,73.2127347516929,63.2214191098181
"2015-07-30 12:00:00",71.7706540275151,31.23082692058,59.581901684732,53.0282597592653
"2015-07-30 13:00:00",93.6400224195932,33.4189329718811,74.8773754999922,65.0288908021547
"2015-07-30 14:00:00",100.056918922747,33.5259370015949,78.9115584020548,67.6569745399664
"2015-07-30 15:00:00",89.8993075921604,36.5217115384615,71.9382774954436,62.1259400624602
"2015-07-30 16:00:00",100.88968793466,41.5403342522398,78.3253874732212,64.7634332397915
"2015-07-30 17:00:00",92.9775144623651,44.457683000605,70.7800487660888,56.5654223651161
"2015-07-30 18:00:00",102.495429120374,44.5288229981939,72.0210018575762,52.7076573138102
"2015-07-30 19:00:00",132.803572593967,45.3712349861411,86.7925040945759,59.2723256994612
"2015-07-30 20:00:00",126.782230334343,46.2054212932724,86.922042034609,63.0591922119778
"2015-07-30 21:00:00",132.459687087407,38.023311076198,92.1062253956435,68.6165211543159
"2015-07-30 22:00:00",90.1873884091734,32.2098760330578,67.6815113878785,55.6065311994098
"2015-07-30 23:00:00",95.8260269539785,28.1631004366812,69.5861131098667,55.8183104263083
"2015-07-31 00:00:00",114.713603655644,22.9965837104072,78.4882698423836,59.7581442754949
"2015-07-31 01:00:00",110.175404719117,14.4801054650048,72.3601929680525,53.0088480153924
"2015-07-31 02:00:00",121.334910518936,19.5969416126043,77.5103284003439,55.3924008067018
"2015-07-31 03:00:00",89.1216033602974,28.838547968885,62.7960060617067,49.5240383917486
"2015-07-31 04:00:00",123.049941925663,38.8403156384505,85.7174455757281,66.216521760347
"2015-07-31 05:00:00",111.487267490912,43.7650425114454,79.1231501562882,60.9213474327593
"2015-07-31 06:00:00",92.2628410619067,42.0318269540045,69.9771485192196,56.2209742980392
"2015-07-31 07:00:00",78.5114701612969,42.6176760802994,65.0231407933947,56.4398831777935
"2015-07-31 08:00:00",72.6807844832815,39.4094932432432,60.9785795906055,53.7808715481332
"2015-07-31 09:00:00",81.9475894253858,39.0528126058963,67.6058345349978,58.7760847007544
"2015-07-31 10:00:00",90.0632233343408,39.2975936748023,73.0244261058968,62.7199149181951
"2015-07-31 11:00:00",77.8556493471713,37.3842180774749,64.5363985291541,56.6548204056322
"2015-07-31 12:00:00",99.0654071993582,37.7213139231056,79.23827395738,67.8299681323622
"2015-07-31 13:00:00",90.4344297222065,34.6590718904526,72.5983805420596,62.5165757704143
"2015-07-31 14:00:00",101.183366259097,37.5154020385051,80.1297273815811,68.3166270546554
"2015-07-31 15:00:00",102.000200441409,41.825059788179,79.1846383917756,66.1023052913424
"2015-07-31 16:00:00",102.88514100608,43.3914634146341,75.6619358654734,59.2588049473375
"2015-07-31 17:00:00",140.642462417585,42.6919240578067,81.8360525813005,44.4487175506913
"2015-07-31 18:00:00",137.66661106661,43.3995437696037,73.1841538611052,43.3995437696037
"2015-07-31 19:00:00",48.4457607219631,43.7785843920145,45.5842429882006,43.7996008096083
"2015-07-31 20:00:00",51.9574374910317,47.44740365774,49.6810340226054,48.2336183648109
"2015-07-31 21:00:00",47.8399214997502,41.7268473821017,45.1588968367436,43.6005948647673
"2015-07-31 22:00:00",41.9781399937444,32.9170250109697,38.2480488917916,36.2910684977813
"2015-07-31 23:00:00",37.218889365443,23.5807352941176,32.0555924646005,29.3851739200251
"2015-08-01 00:00:00",37.1712058771787,20.57317617866,31.0707860037096,27.8651717386931
"2015-08-01 01:00:00",35.864734893334,14.5119824016563,27.9039504870727,23.7400417484915
"2015-08-01 02:00:00",37.9902047741922,14.5164754953076,28.2353220839229,23.2310786226308
"2015-08-01 03:00:00",38.5974375871243,14.5607459572248,28.3012523177821,22.9926381683351
"2015-08-01 04:00:00",38.1953893211334,14.5752935171006,27.8668108530106,22.4859769523456
"2015-08-01 05:00:00",41.7345653740671,23.1746850209986,32.7574020050125,28.1334194278831
"2015-08-01 06:00:00",44.2076662201635,30.911379769299,37.8914546374802,34.5158806620628
"2015-08-01 07:00:00",41.0873128750798,26.4432821943282,34.9278413099723,31.5266886361644
"2015-08-01 08:00:00",39.6257601769665,25.1524099204492,34.2572455542689,31.1550186359266
"2015-08-01 09:00:00",39.6930435747005,25.6993548387097,34.7427540001217,31.8375913675722
